USER2144,Browser1145,1,0,0,0,1,1,0,2389,2389,366,112,519,405,1504,1870,91,319,11,67276,704,43,15,0,1,2389,2389,366,112,519,405,1504,1870,319
USER2155,Browser1156,3,0,0,3,1,1,0,1024.666667,1249.666667,391.6666667,2,615,612.3333333,16.66666667,408.3333333,0,348.6666667,6,39132.33333,467,31,10.66666667,0,3,1002,1002,533,5,623,619,21,540,366
USER2166,Browser1167,0,0,0,1,1,1,8600,385,385,321,50,57,3,8,326,29,340,2,28948,277,30,8,0,1,385,385,321,50,57,3,8,326,340
USER2177,Browser1178,0,0,0,1,1,1,0,1312,1312,469,58,567,433,275,743,37,453,27,103299,778,51,12,0,1,1312,1312,469,58,567,433,275,743,453
USER2188,Browser1189,1,0,0,1,1,1,0,435,435,337,54,56,2,42,373,33,336,4,33178,383,28,10,0,1,435,435,337,54,56,2,42,373,336
USER2199,Browser1200,2,0,0,3,2,1,581348,546,575.3333333,363.3333333,51.66666667,164,109.3333333,19.66666667,357,30.33333333,370.6666667,10.66666667,41070.66667,498.3333333,36.66666667,15.33333333,0,3,590,590,424,53,79,16,30,394,430
USER2210,Browser1211,1,0,0,1,1,1,0,908,908,474,112,376,263,59,522,89,420,35,135980,926,59,14,0,1,908,908,474,112,376,263,59,522,420
USER2221,Browser1222,3,0,0,3,1,1,0,413.3333333,458.3333333,341,50,66.66666667,15,6.666666667,344,30.66666667,343.6666667,5,50126.33333,426,34.33333333,8,0,3,490,490,403,52,81,28,12,408,418
USER2232,Browser1233,11,0,0,7,3,3,0,1147.3,1304.3,599,61.3,355.1,281.7,192.8,784.2,38.5,389.8,19.9,79974.3,946.3,46.5,11.7,0,10,1971,2591,1117,144,481,383,235,1508,413
USER2243,Browser1244,1,0,0,2,1,1,0,6905.5,6935,371.5,2,6477.5,6475.5,57.5,428,0,343,5,42664.5,511.5,35,13.5,0,2,11742,11742,372,2,11322,11320,65,436,357
USER2254,Browser1255,2,0,0,0,1,1,0,690,4018.5,469.5,79,214,126,6,474,57,411,17,57360.5,842.5,38.5,14,0,2,695,7342,478,81,226,140,6,482,413
USER2265,Browser1266,1,0,0,0,1,1,0,375,375,241,62,122,59,12,234,42,257,3,29761,425,26,12,0,1,375,375,241,62,122,59,12,234,257
USER2276,Browser1277,1,0,0,1,1,1,2756428,618,736,13,443,492,49,114,126,421,291,6,38865,428,32,8,0,1,618,736,13,443,492,49,114,126,291
USER2287,Browser1288,2,0,0,3,2,2,0,946,1588,549,88.33333333,335.6666667,244.6666667,61.33333333,600.3333333,66.66666667,460.6666667,9.666666667,94557,836,38.33333333,10.33333333,0,3,1020,4827,637,92,383,274,54,658,493
USER2298,Browser1299,2,0,0,3,2,2,0,946,1588,549,88.33333333,335.6666667,244.6666667,61.33333333,600.3333333,66.66666667,460.6666667,9.666666667,94557,836,38.33333333,10.33333333,0,3,1002,1835,644,95,416,335,76,676,524
USER2309,Browser1310,0,0,0,1,1,1,129625,427,427,315,51,59,2,53,365,29,314,4,34081,472,30,11,0,1,427,427,315,51,59,2,53,365,314
USER2320,Browser1321,26,0,0,28,5,2,0,565.7931034,1065.827586,414.9655172,16.4137931,113.5172414,96.27586207,37.89655172,452.7241379,11.72413793,370.0344828,11.37931034,56295,794,40.51724138,11,0,29,641,1075,476,1,131,128,42,523,408
USER2331,Browser1332,2,0,0,4,1,1,0,752.25,752.25,133,488.75,563.75,75,55.75,186.75,468,396,5.75,38164.5,523.75,36.75,11,0,4,992,992,301,539,632,97,52,305,436
USER2342,Browser1343,1,0,0,1,1,1,0,527,527,377,80,97,17,53,429,60,362,2,27717,336,30,11,0,1,527,527,377,80,97,17,53,429,362
USER2353,Browser1354,1,0,0,1,1,1,0,861,861,665,90,177,87,20,668,67,537,24,68718,720,43,11,0,1,861,861,665,90,177,87,20,668,537
USER2364,Browser1365,1,0,0,1,1,1,0,584,584,487,51,54,3,44,519,29,486,4,31074,462,28,11,0,1,584,584,487,51,54,3,44,519,486
USER2375,Browser1376,0,0,0,2,1,1,20828.5,406.5,417.5,349.5,51.5,57,2,1,348.5,30.5,333,10.5,67937,603,38.5,10.5,0,2,460,460,400,52,60,2,1,399,369
USER2386,Browser1387,0,0,0,2,1,1,0,9595.5,10087.5,602.5,101,2143,1537,6850,7335.5,78,527.5,45,125551,1164,47.5,14,0,2,11369,12353,756,137,2399,1558,8214,8876,649
USER2397,Browser1398,1,0,0,1,1,1,0,320,320,262,52,54,2,5,264,31,282,2,27744,300,28,8,0,1,320,320,262,52,54,2,5,264,282
USER2408,Browser1409,11,0,0,10,2,2,0,2637,2648.8,319.6,55.9,95.2,39.2,2222.9,2542,34.9,332,11.2,50422.9,501.4,41.7,10,0,10,7640,7640,337,69,110,42,7231,7527,361
USER2419,Browser1420,5,0,0,5,2,2,6441,477.4,582.6,394.8,52.6,70.6,16,12.6,402.2,31,390.2,9.4,69014.8,552.8,40,11.2,0,5,590,778,523,52,86,31,42,522,487
USER2430,Browser1431,1,0,0,3,1,1,383603.3333,1175,1639,790.6666667,61,320,136.3333333,64.33333333,853.3333333,40,307,11,134143.6667,659,36,9.666666667,0,3,1264,2006,999,63,456,169,126,1122,349
USER2441,Browser1442,5,0,0,4,4,3,0,806.4,1555.4,323.6,265.8,450.8,185,32.8,354.6,245.4,314.2,2.8,30836.4,355.4,30.6,9.6,0,5,1374,2908,408,274,1017,510,54,415,326
USER2452,Browser1453,1,0,0,1,1,1,0,860,975,5,1,493,492,362,367,0,288,7,49316,534,29,13,0,1,860,975,5,1,648,647,362,367,385
USER2463,Browser1464,3,0,0,5,3,2,0,1100.4,1362.4,608.8,247.4,446.6,199.2,43.8,652.2,227,403.2,19.8,52641.2,680.4,43,15.2,0,5,1141,1171,612,257,527,437,15,627,416
USER2474,Browser1475,2,0,0,2,1,1,0,717.5,736.5,61,1,613,612,44,104.5,0,398.5,9.5,61267.5,675,41,10.5,0,2,716,716,507,1,611,610,31,529,415
USER2485,Browser1486,2,0,0,2,1,1,124757,627.5,679,297.5,85.5,268,181.5,62,357.5,64,303.5,4,36938.5,334.5,30,8,2,2,649,752,319,89,285,195,79,361,314
USER2496,Browser1497,2,0,0,5,3,3,0,712.4,903.2,380.4,48.8,288.2,235,43.8,423.4,25.8,351.4,19,89355.8,1038.2,44.4,11.2,0,5,849,1083,416,50,406,345,62,438,421
USER2507,Browser1508,8,0,0,6,4,4,0,13444.66667,14577.16667,869.6666667,188.6666667,2368.833333,510,10205.33333,11062,166.6666667,385.6666667,22,89867,779.5,43.16666667,10.33333333,0,6,4444,7175,938,124,1432,914,2236,3109,425
USER2518,Browser1519,2,0,0,2,1,1,0,9405.666667,9405.666667,8794.333333,522.6666667,561.6666667,31,50,8815.333333,502.6666667,282.3333333,7.666666667,44249,552.6666667,34.66666667,12,0,3,17739,17739,17396,218,286,52,57,17416,295
USER2529,Browser1530,1,0,0,0,1,1,0,624,624,414,53,126,72,85,494,33,418,4,30521,432,28,10,0,1,624,624,414,53,126,72,85,494,418
USER2540,Browser1541,1,0,0,2,2,1,8784.5,403.5,420.5,320,50.5,77.5,22,6.5,325.5,29,329,4,34603,405.5,30,10,0,2,436,436,328,51,97,42,12,339,347
USER2551,Browser1552,1,0,0,1,1,1,0,610,779,419,1,184,98,7,423,0,360,9,55761,600,35,12,0,1,610,779,419,1,184,98,7,423,360
USER2562,Browser1563,1,0,0,0,1,1,0,742,742,322,52,251,136,170,491,31,332,3,30757,411,26,11,0,1,742,742,322,52,251,136,170,491,332
